,title,track,country,paper_url
3246,Dyn-O: Building Structured World Models with Object-Centric Representations,main,United States;Japan,https://openreview.net/pdf?id=b2u1yrTwFK
3247,Generalization Bounds for Kolmogorov-Arnold Networks (KANs) and Enhanced KANs with Lower Lipschitz Complexity,main,China;,https://openreview.net/pdf?id=b387eWFV3V
3248,Private Geometric Median in Nearly-Linear Time,main,United States,https://openreview.net/pdf?id=b3tygCf3T7
3249,Cross-fluctuation phase transitions reveal sampling dynamics in diffusion models,main,Germany;United States,https://openreview.net/pdf?id=b4X6cz1F9l
3250,Learning Intractable Multimodal Policies with Reparameterization and Diversity Regularization,main,China,https://openreview.net/pdf?id=b4pEeU44AB
3251,Wide-Horizon Thinking and Simulation-Based Evaluation for Real-World LLM Planning with Multifaceted Constraints,main,China;,https://openreview.net/pdf?id=b50IW9yV2M
3252,Towards Large-Scale In-Context Reinforcement Learning by Meta-Training in Randomized Worlds,main,China;,https://openreview.net/pdf?id=b6ASJBXtgP
3253,Tiled Flash Linear Attention: More Efficient Linear RNN and xLSTM Kernels,main,Austria;United Kingdom,https://openreview.net/pdf?id=b6H64u6TqI
3254,Private Training Large-scale Models with Efficient DP-SGD,main,Saudi Arabia;China;United States;,https://openreview.net/pdf?id=b6SWqFEOSF
3255,Hear you are: Teaching LLMs Spatial Reasoning with Vision and Spatial Sound,main,South Korea;United States,https://openreview.net/pdf?id=b6s1jIHj6o
3256,"Aligning Evaluation with Clinical Priorities: Calibration, Label Shift, and Error Costs",main,United States,https://openreview.net/pdf?id=b7Ka31HvXU
3257,Scaling Code-Assisted Chain-of-Thoughts and Instructions for Model Reasoning,main,;China,https://openreview.net/pdf?id=b7bOWd3kUL
3258,Which Data Attributes Stimulate Math and Code Reasoning? An Investigation via Influence Functions,main,China,https://openreview.net/pdf?id=b7uniOw0sZ
3259,Sharp Gaussian approximations for Decentralized Federated Learning,main,United States,https://openreview.net/pdf?id=b7waOsMnq8
3260,Causal Explanation-Guided Learning for Organ Allocation,main,Belgium;,https://openreview.net/pdf?id=b8XmjZmsN0
3261,KeeA*: Epistemic Exploratory A* Search via Knowledge Calibration,main,China;,https://openreview.net/pdf?id=b8j0Gbg4N3
3262,Code Graph Model (CGM): A Graph-Integrated Large Language Model for Repository-Level Software Engineering Tasks,main,China;,https://openreview.net/pdf?id=b98ODdeYq5
3263,Vision Transformers Don't Need Trained Registers,main,United States;,https://openreview.net/pdf?id=bA02DmQN5d
3264,Computational Algebra with Attention: Transformer Oracles for Border Basis Algorithms,main,Japan;Germany;,https://openreview.net/pdf?id=bA9rhgWOHk
3265,Generalization Bounds for Model-based Algorithm Configuration,main,China,https://openreview.net/pdf?id=bAJCfIywYl
3266,Learning in Stackelberg Mean Field Games: A Non-Asymptotic Analysis,main,United States,https://openreview.net/pdf?id=bAZilxOZEp
3267,In-Context Learning Strategies Emerge Rationally,main,United States;,https://openreview.net/pdf?id=bBUUOQI0N6
3268,Pseudo-Riemannian Graph Transformer,main,Vietnam;,https://openreview.net/pdf?id=bChA28jPpm
3269,Bridging Human and LLM Judgments: Understanding and Narrowing the Gap,main,United States;United Arab Emirates,https://openreview.net/pdf?id=bEP87LNTfX
3270,BLEUBERI: BLEU is a surprisingly effective reward for instruction following,main,United States;Canada;,https://openreview.net/pdf?id=bEYzeItoOH
3271,Power Lines: Scaling laws for weight decay and batch size in LLM pre-training,main,United States;,https://openreview.net/pdf?id=bFXbLQzRoZ
3272,"From Attention to Atoms: Spectral Dictionary Learning for Fast, Interpretable Language Models}",main,United States,https://openreview.net/pdf?id=bFlE9AyEJY
3273,Each Complexity Deserves a Pruning Policy,main,China;,https://openreview.net/pdf?id=bHCB8H90aZ
3274,TRACE: Contrastive learning for multi-trial time series data in neuroscience,main,Germany;;United States,https://openreview.net/pdf?id=bIt1x6SgHX
3275,Learning from positive and unlabeled examples -Finite size sample bounds,main,Canada,https://openreview.net/pdf?id=bK3s3n0vPA
3276,Feature-Based Instance Neighbor Discovery: Advanced Stable Test-Time Adaptation in Dynamic World,main,China;United States;France;,https://openreview.net/pdf?id=bLXfEMe1Dk
3277,Learning Theory for Kernel Bilevel Optimization,main,France;,https://openreview.net/pdf?id=bMKUD39Vcc
3278,Rectified Point Flow: Generic Point Cloud Pose Estimation,main,United States,https://openreview.net/pdf?id=bNTezDPlFH
3279,Fast Projection-Free Approach (without Optimization Oracle) for Optimization over Compact Convex Set,main,China,https://openreview.net/pdf?id=bP5cU0OYSn
3280,Perturbation Bounds for Low-Rank Inverse Approximations under Noise,main,United States;,https://openreview.net/pdf?id=bPNzBXl1n7
3281,Towards Understanding the Mechanisms of Classifier-Free Guidance,main,United States,https://openreview.net/pdf?id=bRAm7A02Qm
3282,VLMs have Tunnel Vision: Evaluating Nonlocal Visual Reasoning in Leading VLMs,main,United States,https://openreview.net/pdf?id=bRWkBD2BfK
3283,Toward Efficient Inference Attacks: Shadow Model Sharing via Mixture-of-Experts,main,China;,https://openreview.net/pdf?id=bSs0d6NLiw
3284,Counterfactual Evolution of Multimodal Datasets via Visual Programming,main,China;Sweden;Singapore;,https://openreview.net/pdf?id=bTRH1O5Bp2
3285,Bézier Splatting for Fast and Differentiable Vector Graphics Rendering,main,United States;,https://openreview.net/pdf?id=bTclOYRfYJ
3286,MATCH: Multi-faceted Adaptive Topo-Consistency for Semi-Supervised Histopathology Segmentation,main,United States,https://openreview.net/pdf?id=bTgxLGMGdF
3287,Incremental Sequence Classification with Temporal Consistency,main,Romania;United Kingdom,https://openreview.net/pdf?id=bTssV4Cnjn
3288,AC-LoRA: (Almost) Training-Free Access Control Aware Multi-Modal LLMs,main,China;Switzerland,https://openreview.net/pdf?id=bV5is3iodg
3289,Breakthrough Sensor-Limited Single View: Towards Implicit Temporal Dynamics for Time Series Domain Adaptation,main,China;,https://openreview.net/pdf?id=bW9SJJ9cHN
3290,ReCon-GS: Continuum-Preserved Guassian Streaming for Fast and Compact Reconstruction of Dynamic Scenes,main,China;,https://openreview.net/pdf?id=bWZSy9ARPD
3291,VaporTok: RL-Driven Adaptive Video Tokenizer with Prior & Task Awareness,main,China;Singapore;,https://openreview.net/pdf?id=bXPC81PuFP
3292,Towards Physical Understanding in Video Generation: A 3D Point Regularization Approach,main,United States,https://openreview.net/pdf?id=bYF7Gvv0s0
3293,Quantifying Cross-Modality Memorization in Vision-Language Models,main,United States,https://openreview.net/pdf?id=bYRSuZteeK
3294,Graph Diffusion that can Insert and Delete,main,Italy,https://openreview.net/pdf?id=bYVxDz3JAt
3295,Revisiting LRP: Positional Attribution as the Missing Ingredient for Transformer Explainability,main,Israel;United States,https://openreview.net/pdf?id=bZ0MXXoldX
3296,DEXTER: Diffusion-Guided EXplanations with TExtual Reasoning for Vision Models,main,Italy;;United States,https://openreview.net/pdf?id=baBhSzaSHI
3297,Mixing Expert Knowledge: Bring Human Thoughts Back To the Game of Go,main,China;,https://openreview.net/pdf?id=baNBqpzvMT
3298,FedQS: Optimizing Gradient and Model Aggregation for Semi-Asynchronous Federated Learning,main,China;,https://openreview.net/pdf?id=bbVB4ZaqEf
3299,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,main,China;,https://openreview.net/pdf?id=bct6UQcsiA
3300,Revisiting Glorot Initialization for Long-Range Linear Recurrences,main,Israel;;Germany;United States,https://openreview.net/pdf?id=bd8kppxyB3
3301,Towards Provable Emergence of In-Context Reinforcement Learning,main,United States,https://openreview.net/pdf?id=bdFJbP7542
3302,Turning the Tables: Enabling Backward Transfer via Causal-Aware LoRA in Continual Learning,main,China;,https://openreview.net/pdf?id=bdGsKis3Ew
3303,GeoVideo: Introducing Geometric Regularization into Video Generation Model,main,United States;China,https://openreview.net/pdf?id=be6u40gq0Y
3304,What We Miss Matters: Learning from the Overlooked in Point Cloud Transformers,main,China,https://openreview.net/pdf?id=bh56ijtRb9
3305,Controllable 3D Molecular Generation for Structure-Based Drug Design Through Bayesian Flow Networks and Gradient Integration,main,South Korea;,https://openreview.net/pdf?id=biM1m6VXSD
3306,QiMeng-MuPa: Mutual-Supervised Learning for Sequential-to-Parallel Code Translation,main,China,https://openreview.net/pdf?id=bjUDrU4wPv
3307,Improving Model Representation and Reducing KV Cache via Skip Connections with First Value Heads,main,China,https://openreview.net/pdf?id=bjV8Y38aFF
3308,Seeing is Believing? Mitigating OCR Hallucinations in Multimodal Large Language Models,main,China;,https://openreview.net/pdf?id=bjoHB7IN6b
3309,RAT: Bridging RNN Efficiency and Attention Accuracy via Chunk-based Sequence Modeling,main,Switzerland;Canada;United Kingdom;United States,https://openreview.net/pdf?id=bk1IlSAwxR
3310,Distortion of AI Alignment: Does Preference Optimization Optimize for Preferences?,main,;United States,https://openreview.net/pdf?id=bkZrAIWK0N
3311,EddyFormer: Accelerated Neural Simulations of Three-Dimensional Turbulence at Scale,main,,https://openreview.net/pdf?id=bla5qx2sYe
3312,Advancing Wasserstein Convergence Analysis of Score-Based Models: Insights from Discretization and Second-Order Acceleration,main,China,https://openreview.net/pdf?id=bmH6UgE1z7
3313,Is Noise Conditioning Necessary? A Unified Theory of Unconditional Graph Diffusion Models,main,United States,https://openreview.net/pdf?id=bmoGGgSLzB
3314,Go With the Flow: Fast Diffusion for Gaussian Mixture Models,main,United States,https://openreview.net/pdf?id=bmznY5wYXH
3315,NSNQuant: A Double Normalization Approach for Calibration-Free Low-Bit Vector Quantization of KV Cache,main,South Korea,https://openreview.net/pdf?id=boNYskaXnO
3316,HOI-Dyn: Learning Interaction Dynamics for Human-Object Motion Diffusion,main,United Kingdom;Germany,https://openreview.net/pdf?id=bomqTo3pin
3317,Fairness-aware Bayes Optimal Functional Classification,main,China;Singapore;United Kingdom,https://openreview.net/pdf?id=bqaiMuNzfK
3318,RiboFlow: Conditional De Novo RNA Co-Design via Synergistic Flow Matching,main,China;,https://openreview.net/pdf?id=brV7U7svgS
3319,Matchings Under Biased and Correlated Evaluations,main,,https://openreview.net/pdf?id=bsjJ7c1mEV
3320,Incentivizing Time-Aware Fairness in Data Sharing,main,;Singapore,https://openreview.net/pdf?id=bt2vhIphJ0
3321,Pre-trained Large Language Models Learn to Predict Hidden Markov Models In-context,main,United States;,https://openreview.net/pdf?id=btBqWTbf6q
3322,Capturing Polysemanticity with PRISM: A Multi-Concept Feature Description Framework,main,Germany;;United States,https://openreview.net/pdf?id=btJUnAPQ7j
3323,Dynamic Diameter in High-Dimensions against Adaptive Adversary and Beyond,main,United States;;Netherlands,https://openreview.net/pdf?id=btW3QTadkW
3324,Quadratic Coreset Selection: Certifying and Reconciling Sequence and Token Mining for Efficient Instruction Tuning,main,China;Singapore;United States;Australia;,https://openreview.net/pdf?id=btZm6DUaDO
3325,ALINE: Joint Amortization for Bayesian Inference and Active Data Acquisition,main,Finland;;United Kingdom,https://openreview.net/pdf?id=btm5Z5Vu8G
3326,Deliberation on Priors: Trustworthy Reasoning of Large Language Models on Knowledge Graphs,main,China;,https://openreview.net/pdf?id=bulTwq5kNK
3327,GSAlign: Geometric and Semantic Alignment Network for Aerial-Ground Person Re-Identification,main,;China;Singapore,https://openreview.net/pdf?id=bxELEjg3VE
3328,Exponential Convergence Guarantees for Iterative Markovian Fitting,main,France;Italy;,https://openreview.net/pdf?id=by8N8HCqAG
3329,3BASiL: An Algorithmic Framework for Sparse plus Low-Rank Compression of LLMs,main,United States,https://openreview.net/pdf?id=byNNv5Et10
3330,One Token per Highly Selective Frame: Towards Extreme Compression for Long Video Understanding,main,;United States,https://openreview.net/pdf?id=bythzT0b81
3331,Thresholds for sensitive optimality and Blackwell optimality in stochastic games,main,France;Argentina,https://openreview.net/pdf?id=bzUdTkYrWe
3332,CSPCL: Category Semantic Prior Contrastive Learning for Deformable DETR-Based Prohibited Item Detectors,main,United States,https://openreview.net/pdf?id=bzjlMvUKDv
3333,Deep Value Benchmark: Measuring Whether Models Generalize Deep values or Shallow Preferences,main,United States,https://openreview.net/pdf?id=bzxlOyjWbU
3334,Surface-Aware Feed-Forward Quadratic Gaussian for Frame Interpolation with Large Motion,main,;China,https://openreview.net/pdf?id=c0c943R6ZJ
3335,SHGR: A Generalized Maximal Correlation Coefficient,main,France,https://openreview.net/pdf?id=c1snZ9dvCR
3336,WorldMem: Long-term Consistent World Simulation with Memory,main,Singapore;;China,https://openreview.net/pdf?id=c6CAVKlKmU
3337,Unlocking Dataset Distillation with Diffusion Models,main,Germany;,https://openreview.net/pdf?id=c6O18DyBBx
3338,GPO: Learning from Critical Steps to Improve LLM Reasoning,main,United States,https://openreview.net/pdf?id=c6RDAutyNE
3339,NeuralSurv: Deep Survival Analysis with Bayesian Uncertainty Quantification,main,United Kingdom;Denmark,https://openreview.net/pdf?id=c768Z1FwDL
3340,Unifying and Enhancing Graph Transformers via a Hierarchical Mask Framework,main,China;,https://openreview.net/pdf?id=c7leN0pIQv
3341,Kernel Trace Distance: Quantum Statistical Metric between Measures through RKHS Density Operators,main,France,https://openreview.net/pdf?id=c7qZNpguY0
3342,DISCO: Disentangled Communication Steering for Large Language Models,main,United States,https://openreview.net/pdf?id=c8AjdgdHnD
3343,Inference-Time Text-to-Video Alignment with Diffusion Latent Beam Search,main,Japan;United Kingdom,https://openreview.net/pdf?id=c9EAmyYPOv
3344,Are Large Reasoning Models Good Translation Evaluators? Analysis and Performance Boost,main,China;,https://openreview.net/pdf?id=cANLnJb1FX
3345,GVPO: Group Variance Policy Optimization for Large Language Model Post-Training,main,;China,https://openreview.net/pdf?id=cCYUFaR6En
3346,A geometric framework for momentum-based optimizers for low-rank training,main,United States;Germany;Norway,https://openreview.net/pdf?id=cCefuzQrjK
3347,Algorithms and SQ Lower Bounds for Robustly Learning Real-valued Multi-Index Models,main,United States,https://openreview.net/pdf?id=cD4whTwm6G
3348,Restricted Spectral Gap Decomposition for Simulated Tempering Targeting Mixture Distributions,main,United States;,https://openreview.net/pdf?id=cE2yJsFwhw
3349,Restoring Pruned Large Language Models via Lost Component Compensation,main,Singapore;China;,https://openreview.net/pdf?id=cECo8tetzF
3350,How Many Tokens Do 3D Point Cloud Transformer Architectures Really Need?,main,Germany;;United States;Switzerland;Japan,https://openreview.net/pdf?id=cFVQJepi4e
3351,Enhancing the Outcome Reward-based RL Training of MLLMs with Self-Consistency Sampling,main,China,https://openreview.net/pdf?id=cGkfMGQdCy
3352,High-dimensional neuronal activity from low-dimensional latent dynamics: a solvable model,main,United Kingdom;Switzerland;United States;China,https://openreview.net/pdf?id=cGks3s79hW
3353,BlockDecoder: Boosting ASR Decoders with Context and Merger Modules,main,;India,https://openreview.net/pdf?id=cGmcHJEFnY
3354,HoloLLM: Multisensory Foundation Model for Language-Grounded Human Sensing and Reasoning,main,Singapore;,https://openreview.net/pdf?id=cHMP2IAhML
3355,Diffusion Adaptive Text Embedding for Text-to-Image Diffusion Models,main,South Korea;,https://openreview.net/pdf?id=cHi8QxGrZH
3356,Learning Diffusion Models with Flexible Representation Guidance,main,;United States;Germany,https://openreview.net/pdf?id=cIGfKdfy3N
3357,Template-Guided 3D Molecular Pose Generation via Flow Matching and Differentiable Optimization,main,;France,https://openreview.net/pdf?id=cIYguQc97T
3358,End-to-End Low-Light Enhancement for Object Detection with Learned Metadata from RAWs,main,;China,https://openreview.net/pdf?id=cJRggDnFg2
3359,Meta-learning how to Share Credit among Macro-Actions,main,Romania;United States;Canada;United Kingdom,https://openreview.net/pdf?id=cJlgdpEFx9
3360,Flexible MOF Generation with Torsion-Aware Flow Matching,main,South Korea,https://openreview.net/pdf?id=cLJfumTWLI
3361,Axial Neural Networks for Dimension-Free Foundation Models,main,South Korea;United States;,https://openreview.net/pdf?id=cLQlsOGqbM
3362,Recursive Inference Scaling: A Winning Path to Scalable Inference in Language and Multimodal Systems,main,United States,https://openreview.net/pdf?id=cLbGkINOLP
3363,Geometry-Aware Edge Pooling for Graph Neural Networks,main,;Canada;Switzerland;Germany,https://openreview.net/pdf?id=cNMYAzhdn5
3364,From Euler to AI: Unifying Formulas for Mathematical Constants,main,Israel,https://openreview.net/pdf?id=cNqMAmpZh4
3365,IntrinsiX: High-Quality PBR Generation using Image Priors,main,Germany;,https://openreview.net/pdf?id=cOSXcSmmJL
3366,Dense Metric Depth Estimation via Event-based Differential Focus Volume Prompting,main,China,https://openreview.net/pdf?id=cPO8dUCJOc
3367,HyGen: Efficient LLM Serving via Elastic Online-Offline Request Co-location,main,;United States;China,https://openreview.net/pdf?id=cQxLCVa9u7
3368,Robust Minimax Boosting with Performance Guarantees,main,Spain;United States,https://openreview.net/pdf?id=cRKLbmU4dT
3369,Event-Driven Dynamic Scene Depth Completion,main,Singapore;United Kingdom;China,https://openreview.net/pdf?id=cRxzKxsKow
3370,Last Iterate Convergence in Monotone Mean Field Games,main,Japan,https://openreview.net/pdf?id=cSomL3lHTa
3371,Combinatorial Ski Rental Problem: Robust and Learning-Augmented Algorithms,main,China;;United States,https://openreview.net/pdf?id=cSuPEKNyAo
3372,Diversity-oriented Deep Multi-modal Clustering,main,;China,https://openreview.net/pdf?id=cT54nK58lH
3373,ComfyMind: Toward General-Purpose Generation via Tree-Based Planning and Reactive Feedback,main,;China,https://openreview.net/pdf?id=cU4ow1odRe
3374,Beyond Scalar Rewards: An Axiomatic Framework for Lexicographic MDPs,main,Canada;,https://openreview.net/pdf?id=cUy3tYIOS5
3375,TV-Rec: Time-Variant Convolutional Filter for Sequential Recommendation,main,South Korea;,https://openreview.net/pdf?id=cWEssTIwG5
3376,Understanding Differential Transformer Unchains Pretrained Self-Attentions,main,;South Korea,https://openreview.net/pdf?id=cWlRC064GK
3377,Is Limited Participant Diversity Impeding EEG-based Machine Learning?,main,United Kingdom,https://openreview.net/pdf?id=cWn3RXJQ7G
3378,Scaling Laws for Robust Comparison of Open Foundation Language-Vision Models and Datasets,main,Germany;;Italy;United States;Netherlands,https://openreview.net/pdf?id=cWnZLIdeKn
3379,OmniFC: Rethinking Federated Clustering via Lossless and Secure Distance Reconstruction,main,China,https://openreview.net/pdf?id=cYO7k2fA8v
3380,Preventing Shortcuts in Adapter Training via Providing the Shortcuts,main,United States;Germany,https://openreview.net/pdf?id=cZMno8E3yp
3381,ActiveVOO: Value of Observation Guided Active Knowledge Acquisition for Open-World Embodied Lifted Regression Planning,main,Canada;;South Korea,https://openreview.net/pdf?id=cZVYswQQMt
3382,Quantifying Task-relevant Similarities in Representations Using Decision Variable Correlations,main,United States,https://openreview.net/pdf?id=cZzA2Z0ehX
3383,An Adaptive Quantum Circuit of Dempster's Rule of Combination for Uncertain Pattern Classification,main,China;Canada,https://openreview.net/pdf?id=caSQXNsxXX
3384,"Knowledge Insulating Vision-Language-Action Models: Train Fast, Run Fast, Generalize Better",main,;United Kingdom;United States,https://openreview.net/pdf?id=cb0xbZ3APM
3385,Finite-Time Analysis of Stochastic Nonconvex Nonsmooth Optimization on the Riemannian Manifolds,main,United States;China,https://openreview.net/pdf?id=cbWApYUvZ9
3386,Optimal Regret Bounds via Low-Rank Structured Variation in Non-Stationary Reinforcement Learning,main,,https://openreview.net/pdf?id=ccHq9OScXW
3387,The Hawthorne Effect in Reasoning Models: Evaluating and Steering Test Awareness,main,Germany;United States;,https://openreview.net/pdf?id=ccPts3Df2q
3388,Data Valuation by Leveraging Global and Local Statistical Information,main,China,https://openreview.net/pdf?id=ccuvCkEhMJ
3389,MANGO: Multimodal Attention-based Normalizing Flow Approach to Fusion Learning,main,United States;,https://openreview.net/pdf?id=cd2MWwIIHu
3390,RETRO SYNFLOW: Discrete Flow-Matching for Accurate and Diverse Single-Step Retrosynthesis,main,Canada;United Kingdom,https://openreview.net/pdf?id=cdgVrsu7T5
3391,In-Context Learning of Stochastic Differential Equations with Foundation Inference Models,main,Germany;Cyprus;,https://openreview.net/pdf?id=ceCJPoZOKJ
3392,Improving the Straight-Through Estimator with Zeroth-Order Information,main,Canada;,https://openreview.net/pdf?id=ceTeM2Xl1n
3393,Physics-Constrained Flow Matching: Sampling Generative Models with Hard Constraints,main,;United States,https://openreview.net/pdf?id=cf4etwjY7n
3394,Polar Sparsity: High Throughput Batched LLM Inferencing with Scalable Contextual Sparsity,main,United States,https://openreview.net/pdf?id=cg2S1qqNSq
3395,Mind the Gap: Removing the Discretization Gap in Differentiable Logic Gate Networks,main,Switzerland;,https://openreview.net/pdf?id=chYXaetMmz
3396,Towards Reliable Identification of Diffusion-based Image Manipulations,main,Italy;United Kingdom;;United Arab Emirates,https://openreview.net/pdf?id=ciEdnQ0bLn
3397,System-Embedded Diffusion Bridge Models,main,;United States;China,https://openreview.net/pdf?id=cipx3rwfWp
3398,BrainOmni: A Brain Foundation Model for Unified EEG and MEG Signals,main,China;United Kingdom,https://openreview.net/pdf?id=cjHQj0tCy6
3399,Compliant Residual DAgger: Improving Real-World Contact-Rich Manipulation with Human Corrections,main,United States,https://openreview.net/pdf?id=cjcm5LYVWm
3400,ESCA: Contextualizing Embodied Agents via Scene-Graph Generation,main,United States;,https://openreview.net/pdf?id=cjjPn1EIwq
3401,Consistent Paths Lead to Truth: Self-Rewarding Reinforcement Learning for LLM Reasoning,main,China;Singapore;,https://openreview.net/pdf?id=ckW70ls93V
3402,Relieving the Over-Aggregating Effect in Graph Transformers,main,China,https://openreview.net/pdf?id=ckq032sarb
3403,Image Super-Resolution with Guarantees via Conformalized Generative Models,main,;Brazil,https://openreview.net/pdf?id=cl4PCrKrc5
3404,$\text{G}^2\text{M}$: A Generalized Gaussian Mirror Method to Boost Feature Selection Power,main,United States;,https://openreview.net/pdf?id=cldPfIoRiA
3405,Can Large Language Models Master Complex Card Games?,main,China;;Norway;Germany,https://openreview.net/pdf?id=cmN8Wbvanr
3406,DeepASA: An Object-Oriented Multi-Purpose Network for Auditory Scene Analysis,main,South Korea,https://openreview.net/pdf?id=cnG7h8ucip
3407,Retrieval is Not Enough: Enhancing RAG through Test-Time Critique and Optimization,main,China;,https://openreview.net/pdf?id=cnUq7GkS6d
3408,What Moves the Eyes: Doubling Mechanistic Model Performance Using Deep Networks to Discover and Test Cognitive Hypotheses,main,Germany;Switzerland,https://openreview.net/pdf?id=cnrwqlr8dg
3409,CAT: Content-Adaptive Image Tokenization,main,United States;,https://openreview.net/pdf?id=cot6mZPkWo
3410,MeshCoder: LLM-Powered Structured Mesh Code Generation from Point Clouds,main,China,https://openreview.net/pdf?id=cpgCK7LdgU
3411,Do LVLMs Truly Understand Video Anomalies? Revealing Hallucination via Co-Occurrence Patterns,main,China;,https://openreview.net/pdf?id=crPlJvwHhS
3412,Projective Equivariant Networks via Second-order Fundamental Differential Invariants,main,China;United States;,https://openreview.net/pdf?id=crczm2smVo
3413,SyntheOcc: Synthesize Occupancy-Controlled Street View Images through 3D Semantic MPIs,main,China,https://openreview.net/pdf?id=csjryswwao
3414,Leveraging Importance Sampling to Detach Alignment Modules from Large Language Models,main,China;,https://openreview.net/pdf?id=ctJxU8v3bY
3415,MERIT: Multilingual Semantic Retrieval with Interleaved Multi-Condition Query,main,China;;Singapore;France,https://openreview.net/pdf?id=ctsLGmMnCT
3416,Enhancing GUI Agent with Uncertainty-Aware Self-Trained Evaluator,main,China;,https://openreview.net/pdf?id=cuUsD5FJbe
3417,Crucible: Quantifying the Potential of Control Algorithms through LLM Agents,main,China;;Canada,https://openreview.net/pdf?id=cuhQZdh2Oq
3418,Generalized and Invariant Single-Neuron In-Vivo Activity Representation Learning,main,;United States;China,https://openreview.net/pdf?id=cujJ9AXZO3
3419,"Homogeneous Keys, Heterogeneous Values: Exploiting Local KV Cache Asymmetry for Long-Context LLMs",main,China,https://openreview.net/pdf?id=cvFFar8cAr
3420,SparseMVC: Probing Cross-view Sparsity Variations for Multi-view Clustering,main,;China,https://openreview.net/pdf?id=cvJvk6oYfC
3421,Videos are Sample-Efficient Supervisions: Behavior Cloning from Videos via Latent Representations,main,China,https://openreview.net/pdf?id=cx1KfZerNY
3422,The third pillar of causal analysis? A measurement perspective on causal representations,main,;United Arab Emirates;United States,https://openreview.net/pdf?id=cx45ACt9Lg
3423,A CLT for Polynomial GNNs on Community-Based Graphs,main,United States;,https://openreview.net/pdf?id=cx50h8q0pG
3424,Rethinking Optimal Verification Granularity for Compute-Efficient Test-Time Scaling,main,United Kingdom;Japan;United States,https://openreview.net/pdf?id=cxb5EsQHW3
3425,FedRW: Efficient Privacy-Preserving Data Reweighting for Enhancing Federated Learning of Language Models,main,China;,https://openreview.net/pdf?id=cy6MGBwToV
3426,ST$^2$360D: Spatial-to-Temporal Consistency for Training-free 360 Monocular Depth Estimation,main,China;United Kingdom;,https://openreview.net/pdf?id=d0bm4upnQ8
3427,GoRA: Gradient-driven Adaptive Low Rank Adaptation,main,China;,https://openreview.net/pdf?id=d1dL1ymD6N
3428,TreeGen: A Bayesian Generative Model for Hierarchies,main,Germany;,https://openreview.net/pdf?id=d2EouMhAAq
3429,Smooth Quadratic Prediction Markets,main,United States,https://openreview.net/pdf?id=d3FjdOwLEd
3430,Learning to Factorize Spatio-Temporal Foundation Models,main,China;;Denmark,https://openreview.net/pdf?id=d4CZoiaXeC
3431,SAMA: Towards Multi-Turn Referential Grounded Video Chat with Large Language Models,main,China;United States;,https://openreview.net/pdf?id=d4Y576ManB
3432,Class conditional conformal prediction for multiple inputs by p-value aggregation,main,;France,https://openreview.net/pdf?id=d4eAHgIttM
3433,Efficient Training-Free Online Routing for High-Volume Multi-LLM Serving,main,United States,https://openreview.net/pdf?id=d4mZyZB5I9
3434,A Unified Approach to Submodular Maximization Under Noise,main,United States;,https://openreview.net/pdf?id=d6RH6W6cul
3435,Affine-Invariant Global Non-Asymptotic Convergence Analysis of BFGS under Self-Concordance,main,United States,https://openreview.net/pdf?id=d6UV0UNgn9
3436,Seemingly Redundant Modules Enhance Robust Odor Learning in Fruit Flies,main,China;,https://openreview.net/pdf?id=d6WUTRJqP3
3437,A Gradient Guidance Perspective on Stepwise Preference Optimization for Diffusion Models,main,South Korea;China,https://openreview.net/pdf?id=d6lIOnvOX2
3438,Equivariance Everywhere All At Once: A Recipe for Graph Foundation Models,main,United Kingdom;,https://openreview.net/pdf?id=d6wOZrzaWd
3439,Gompertz Linear Units: Leveraging Asymmetry for Enhanced Learning Dynamics,main,Germany;,https://openreview.net/pdf?id=d8yAQOSLwv
3440,Robust and Scalable Autonomous Reinforcement Learning in Irreversible Environments,main,South Korea,https://openreview.net/pdf?id=dAAz7afWJR
3441,SEEA-R1: Tree-Structured Reinforcement Fine-Tuning for Self-Evolving Embodied Agents,main,China;United States;,https://openreview.net/pdf?id=dAwKePZvcN
3442,Orthogonal Contrastive Learning for Multi-Representation fMRI Analysis,main,,https://openreview.net/pdf?id=dBC55QIEnq
3443,Amplifying Prominent Representations in Multimodal Learning via Variational Dirichlet Process,main,United States;China,https://openreview.net/pdf?id=dC5TWysDsZ
3444,Beyond Value Functions: Single-Loop Bilevel Optimization under Flatness Conditions,main,United States,https://openreview.net/pdf?id=dCGQlVRa2B
3445,Fence off Anomaly Interference: Cross-Domain Distillation for Fully Unsupervised Anomaly Detection,main,China,https://openreview.net/pdf?id=dCWSVAbWXM
3446,Stability and Sharper Risk Bounds with Convergence Rate $\tilde{O}(1/n^2)$,main,China;Singapore,https://openreview.net/pdf?id=dCcWKeO4y4
3447,Forget Vectors at Play: Universal Input Perturbations Driving Machine Unlearning in Image Classification,main,United States,https://openreview.net/pdf?id=dEJ3ztpdbc
3448,Parallel Scaling Law for Language Models,main,China;,https://openreview.net/pdf?id=dEi1S731lk
3449,Towards Unsupervised Domain Bridging via Image Degradation in Semantic Segmentation,main,China,https://openreview.net/pdf?id=dFlqhts0jS
3450,Angular Steering: Behavior Control via Rotation in Activation Space,main,;Singapore,https://openreview.net/pdf?id=dGi2d5yDs4
